locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_02667	CDS	1449	uacT		COG2233	Uric acid transporter UacT
IHINPGCH_02668	CDS	126	yqfG			putative protein YqfG
IHINPGCH_02669	CDS	549	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
IHINPGCH_02670	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
IHINPGCH_02671	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
IHINPGCH_02672	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
IHINPGCH_02673	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
IHINPGCH_02674	CDS	897	xerD_3		COG4974	Tyrosine recombinase XerD
IHINPGCH_02675	CDS	522	fldB		COG0716	Flavodoxin 2
IHINPGCH_02676	CDS	408	ygfX			Inner membrane protein YgfX
IHINPGCH_02677	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
IHINPGCH_02678	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
IHINPGCH_02679	CDS	660				hypothetical protein
IHINPGCH_02680	CDS	312				hypothetical protein
IHINPGCH_02681	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
IHINPGCH_02682	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
IHINPGCH_02683	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
IHINPGCH_02684	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
IHINPGCH_02685	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
IHINPGCH_02686	CDS	1203	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
IHINPGCH_02687	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
IHINPGCH_02688	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
IHINPGCH_02689	CDS	579				hypothetical protein
IHINPGCH_02690	CDS	330	zapA		COG3027	Cell division protein ZapA
IHINPGCH_02691	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
IHINPGCH_02692	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
IHINPGCH_02693	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
IHINPGCH_02694	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
IHINPGCH_02695	CDS	729	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IHINPGCH_02696	CDS	1293	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IHINPGCH_02697	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
IHINPGCH_02698	CDS	786	scpB	4.1.1.41	COG1024	Methylmalonyl-CoA decarboxylase
IHINPGCH_02699	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
IHINPGCH_02700	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
IHINPGCH_02701	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
IHINPGCH_02702	CDS	636	argO		COG1279	Arginine exporter protein ArgO
IHINPGCH_02703	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
IHINPGCH_02704	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
IHINPGCH_02705	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IHINPGCH_02706	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
IHINPGCH_02707	CDS	432				hypothetical protein
IHINPGCH_02708	CDS	579				hypothetical protein
IHINPGCH_02709	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
IHINPGCH_02710	CDS	678	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
IHINPGCH_02711	CDS	678	ecfA1_2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
IHINPGCH_02712	CDS	714	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
IHINPGCH_02713	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
IHINPGCH_02714	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
IHINPGCH_02715	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
IHINPGCH_02716	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
IHINPGCH_02717	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
IHINPGCH_02718	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
IHINPGCH_02719	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
IHINPGCH_02720	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
IHINPGCH_02721	CDS	732				hypothetical protein
IHINPGCH_02722	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
IHINPGCH_02723	CDS	252				hypothetical protein
IHINPGCH_02724	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
IHINPGCH_02725	CDS	1395	galP			Galactose-proton symporter
IHINPGCH_02726	CDS	456	sprT			Protein SprT
IHINPGCH_02727	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
IHINPGCH_02728	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IHINPGCH_02729	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
IHINPGCH_02730	CDS	636				hypothetical protein
IHINPGCH_02731	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IHINPGCH_02732	CDS	981	yggR_1		COG2805	putative protein YggR
IHINPGCH_02733	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
IHINPGCH_02734	CDS	567				hypothetical protein
IHINPGCH_02735	CDS	291				hypothetical protein
IHINPGCH_02736	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
IHINPGCH_02737	CDS	1137	hemN_1	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
IHINPGCH_02738	CDS	1008				hypothetical protein
IHINPGCH_02739	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
IHINPGCH_02740	CDS	720				hypothetical protein
IHINPGCH_02741	CDS	327			COG3171	putative protein
IHINPGCH_02742	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
IHINPGCH_02743	CDS	1053	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
IHINPGCH_02744	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
IHINPGCH_02745	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
IHINPGCH_02746	CDS	1257	nupG			Nucleoside permease NupG
IHINPGCH_02747	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
IHINPGCH_02748	CDS	708	ydfK		COG1811	putative membrane protein YdfK
IHINPGCH_02749	tRNA	76				tRNA-Phe(gaa)
IHINPGCH_02750	CDS	1263	intS_3		COG0582	Prophage integrase IntS
IHINPGCH_02751	CDS	276				hypothetical protein
IHINPGCH_02752	CDS	267				hypothetical protein
IHINPGCH_02753	CDS	264				hypothetical protein
IHINPGCH_02754	CDS	594				hypothetical protein
IHINPGCH_02755	CDS	2850	rapA_2	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
IHINPGCH_02756	CDS	981	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
IHINPGCH_02757	CDS	2388	aprX	3.4.21.-	COG1404	Serine protease AprX
IHINPGCH_02758	CDS	1629	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
IHINPGCH_02759	CDS	2871				hypothetical protein
IHINPGCH_02760	CDS	294				hypothetical protein
IHINPGCH_02761	CDS	351				hypothetical protein
IHINPGCH_02762	CDS	1152				hypothetical protein
IHINPGCH_02763	CDS	609	yibF		COG0625	putative GST-like protein YibF
IHINPGCH_02764	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
IHINPGCH_02765	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
IHINPGCH_02766	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
IHINPGCH_02767	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
IHINPGCH_02768	CDS	324	yiaW_1			Inner membrane protein YiaW
IHINPGCH_02769	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
IHINPGCH_02770	CDS	975	gltC_3			HTH-type transcriptional regulator GltC
IHINPGCH_02771	CDS	741	mipA_1		COG3713	MltA-interacting protein
IHINPGCH_02772	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
IHINPGCH_02773	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IHINPGCH_02774	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
IHINPGCH_02775	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
IHINPGCH_02776	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
IHINPGCH_02777	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
IHINPGCH_02778	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
IHINPGCH_02779	CDS	468	yhcH_1		COG2731	putative protein YhcH
IHINPGCH_02780	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
IHINPGCH_02781	CDS	849	yiaJ_2		COG1414	DNA-binding transcriptional repressor YiaJ
IHINPGCH_02782	CDS	639	cooF		COG1142	Iron-sulfur protein
IHINPGCH_02783	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
IHINPGCH_02784	CDS	1095	malS_1	3.2.1.1	COG0366	Periplasmic alpha-amylase
IHINPGCH_02785	CDS	936	malS_2	3.2.1.1	COG0366	Periplasmic alpha-amylase
IHINPGCH_02786	CDS	825				hypothetical protein
IHINPGCH_02787	CDS	1179	xylR			Xylose operon regulatory protein
IHINPGCH_02788	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
IHINPGCH_02789	CDS	1542	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
IHINPGCH_02790	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
IHINPGCH_02791	CDS	1323	xylA	5.3.1.5		Xylose isomerase
IHINPGCH_02792	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
IHINPGCH_02793	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
IHINPGCH_02794	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
IHINPGCH_02795	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
IHINPGCH_02796	CDS	300				hypothetical protein
IHINPGCH_02797	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
IHINPGCH_02798	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
IHINPGCH_02799	CDS	213	hokA_3			Protein HokA
IHINPGCH_02800	CDS	213	cspA		COG1278	Cold shock protein CspA
IHINPGCH_02801	CDS	291				hypothetical protein
IHINPGCH_02802	CDS	711				hypothetical protein
IHINPGCH_02803	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
IHINPGCH_02804	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
IHINPGCH_02805	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
IHINPGCH_02806	CDS	441	yjaB_2	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
IHINPGCH_02807	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
IHINPGCH_02808	CDS	699	lip-1	3.1.1.3		Lipase 1
IHINPGCH_02809	CDS	1203	yhjX			putative MFS-type transporter YhjX
IHINPGCH_02810	CDS	525	lpfA			putative major fimbrial subunit LpfA
IHINPGCH_02811	CDS	687	lpfB			putative fimbrial chaperone LpfB
IHINPGCH_02812	CDS	2532	lpfC'		COG3188	putative outer membrane usher protein LpfC'
IHINPGCH_02813	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
IHINPGCH_02814	CDS	525	lpfE			putative fimbrial subunit LpfE
IHINPGCH_02815	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
IHINPGCH_02816	tRNA	77				tRNA-Pro(cgg)
IHINPGCH_02817	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
IHINPGCH_02818	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
IHINPGCH_02819	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
IHINPGCH_02820	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
IHINPGCH_02821	CDS	1005	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IHINPGCH_02822	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
IHINPGCH_02823	CDS	108	ldrD_1			Small toxic polypeptide LdrD
IHINPGCH_02824	CDS	108	ldrD_2			Small toxic polypeptide LdrD
IHINPGCH_02825	CDS	1680				hypothetical protein
IHINPGCH_02826	CDS	192				hypothetical protein
IHINPGCH_02827	CDS	1377	bcsE			Cyclic di-GMP binding protein BcsE
IHINPGCH_02828	CDS	189	yhjR			Protein YhjR
IHINPGCH_02829	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
IHINPGCH_02830	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
IHINPGCH_02831	CDS	2310	bcsB			Cyclic di-GMP-binding protein
IHINPGCH_02832	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
IHINPGCH_02833	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
IHINPGCH_02834	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
IHINPGCH_02835	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
IHINPGCH_02836	CDS	1497	yhjJ_1		COG0612	Protein YhjJ
IHINPGCH_02837	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
IHINPGCH_02838	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
IHINPGCH_02839	CDS	2061				hypothetical protein
IHINPGCH_02840	CDS	1323	yhjE_2			Inner membrane metabolite transport protein YhjE
IHINPGCH_02841	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
IHINPGCH_02842	CDS	972	dmlR_2			HTH-type transcriptional regulator DmlR
IHINPGCH_02843	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
IHINPGCH_02844	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
IHINPGCH_02845	CDS	1398	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
IHINPGCH_02846	CDS	291	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
IHINPGCH_02847	CDS	1176	gadB_1	4.1.1.15	COG0076	Glutamate decarboxylase beta
IHINPGCH_02848	CDS	825	gadX_3			HTH-type transcriptional regulator GadX
IHINPGCH_02849	CDS	729	gadW			HTH-type transcriptional regulator GadW
IHINPGCH_02850	CDS	282				hypothetical protein
IHINPGCH_02851	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
IHINPGCH_02852	CDS	1158	mdtE			Multidrug resistance protein MdtE
IHINPGCH_02853	CDS	279				hypothetical protein
IHINPGCH_02854	CDS	528	gadE			Transcriptional regulator GadE
IHINPGCH_02855	CDS	573	hdeD		COG3247	Protein HdeD
IHINPGCH_02856	CDS	333	hdeA			Acid stress chaperone HdeA
IHINPGCH_02857	CDS	339	hdeB			Acid stress chaperone HdeB
IHINPGCH_02858	CDS	576	sapB_1		COG1285	Protein SapB
IHINPGCH_02859	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
IHINPGCH_02860	CDS	567	slp_1		COG3065	Outer membrane protein slp
IHINPGCH_02861	CDS	1146				hypothetical protein
IHINPGCH_02862	CDS	1014				hypothetical protein
IHINPGCH_02863	CDS	297	ygaV_2		COG0640	putative HTH-type transcriptional regulator YgaV
IHINPGCH_02864	CDS	426	arsC	1.20.4.1		Arsenate reductase
IHINPGCH_02865	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
IHINPGCH_02866	CDS	354	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
IHINPGCH_02867	CDS	174				hypothetical protein
IHINPGCH_02868	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
IHINPGCH_02869	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
IHINPGCH_02870	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
IHINPGCH_02871	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
IHINPGCH_02872	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
IHINPGCH_02873	CDS	435	uspA		COG0589	Universal stress protein A
IHINPGCH_02874	CDS	336	uspB			Universal stress protein B
IHINPGCH_02875	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
IHINPGCH_02876	CDS	1203			COG2081	putative protein
IHINPGCH_02877	CDS	843	tnsA			Transposon Tn7 transposition protein TnsA
IHINPGCH_02878	CDS	2124	tnsB_1			Transposon Tn7 transposition protein TnsB
IHINPGCH_02879	CDS	1449	tnsC			Transposon Tn7 transposition protein TnsC
IHINPGCH_02880	CDS	1557				hypothetical protein
IHINPGCH_02881	CDS	927				hypothetical protein
IHINPGCH_02882	CDS	300				hypothetical protein
IHINPGCH_02883	CDS	1827	recF_3			DNA replication and repair protein RecF
IHINPGCH_02884	CDS	351				hypothetical protein
IHINPGCH_02885	CDS	432	silE_1			Silver-binding protein SilE
IHINPGCH_02886	CDS	1482	cusS_2	2.7.13.3	COG0642	Sensor kinase CusS
IHINPGCH_02887	CDS	681	cusR_2		COG0745	Transcriptional regulatory protein CusR
IHINPGCH_02888	CDS	1386	cusC_3		COG1538	Cation efflux system protein CusC
IHINPGCH_02889	CDS	354	cusF_2		COG5569	Cation efflux system protein CusF
IHINPGCH_02890	CDS	1293	cusB_2			Cation efflux system protein CusB
IHINPGCH_02891	CDS	3147	cusA_2		COG3696	Cation efflux system protein CusA
IHINPGCH_02892	CDS	441				hypothetical protein
IHINPGCH_02893	CDS	2448	silP	3.6.3.53		Silver exporting P-type ATPase
IHINPGCH_02894	CDS	198				hypothetical protein
IHINPGCH_02895	CDS	738	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
IHINPGCH_02896	CDS	450	silE_2			Silver-binding protein SilE
IHINPGCH_02897	CDS	1818	copA_2			Copper resistance protein A
IHINPGCH_02898	CDS	897	copB			Copper resistance protein B
IHINPGCH_02899	CDS	381	pcoC		COG2372	Copper resistance protein C
IHINPGCH_02900	CDS	930	copD			Copper resistance protein D
IHINPGCH_02901	CDS	681	copR			Transcriptional activator protein CopR
IHINPGCH_02902	CDS	1401	cusS_3	2.7.13.3	COG0642	Sensor kinase CusS
IHINPGCH_02903	CDS	435	pcoE			putative copper-binding protein PcoE
IHINPGCH_02904	CDS	1053	yhiM			Inner membrane protein YhiM
IHINPGCH_02905	CDS	1086				hypothetical protein
IHINPGCH_02906	CDS	372				hypothetical protein
IHINPGCH_02907	CDS	195				hypothetical protein
IHINPGCH_02908	CDS	1341				hypothetical protein
IHINPGCH_02909	CDS	1068				hypothetical protein
IHINPGCH_02910	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
IHINPGCH_02911	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
IHINPGCH_02912	CDS	360				hypothetical protein
IHINPGCH_02913	CDS	402	nikR		COG0864	Nickel-responsive regulator
IHINPGCH_02914	CDS	807	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
IHINPGCH_02915	CDS	765	nikD	3.6.3.24		Nickel import ATP-binding protein NikD
IHINPGCH_02916	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
IHINPGCH_02917	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
IHINPGCH_02918	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
IHINPGCH_02919	CDS	588	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
IHINPGCH_02920	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
IHINPGCH_02921	CDS	1251	yhhS			putative MFS-type transporter YhhS
IHINPGCH_02922	CDS	558				hypothetical protein
IHINPGCH_02923	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
IHINPGCH_02924	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
IHINPGCH_02925	CDS	2199	zntA	3.6.3.-		Zinc/cadmium/lead-transporting P-type ATPase
IHINPGCH_02926	CDS	627				hypothetical protein
IHINPGCH_02927	CDS	360				hypothetical protein
IHINPGCH_02928	CDS	270				hypothetical protein
IHINPGCH_02929	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IHINPGCH_02930	CDS	1494	ftsY		COG0552	Signal recognition particle receptor FtsY
IHINPGCH_02931	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
IHINPGCH_02932	CDS	1059	ftsX		COG2177	Cell division protein FtsX
IHINPGCH_02933	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
IHINPGCH_02934	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
IHINPGCH_02935	CDS	384	panZ			PanD regulatory factor
IHINPGCH_02936	CDS	1110	livK		COG0683	Leucine-specific-binding protein
IHINPGCH_02937	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IHINPGCH_02938	CDS	1278				hypothetical protein
IHINPGCH_02939	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IHINPGCH_02940	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IHINPGCH_02941	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
IHINPGCH_02942	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
IHINPGCH_02943	CDS	846	araQ		COG0395	L-arabinose transport system permease protein AraQ
IHINPGCH_02944	CDS	1071	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IHINPGCH_02945	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
IHINPGCH_02946	CDS	441	yhhA			putative protein YhhA
IHINPGCH_02947	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
IHINPGCH_02948	CDS	285				hypothetical protein
IHINPGCH_02949	CDS	156				hypothetical protein
IHINPGCH_02950	CDS	495				hypothetical protein
IHINPGCH_02951	CDS	1179	hcpA_3		COG3157	Major exported protein
IHINPGCH_02952	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IHINPGCH_02953	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IHINPGCH_02954	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
IHINPGCH_02955	CDS	996	gntR_3			HTH-type transcriptional regulator GntR
IHINPGCH_02956	CDS	528	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
IHINPGCH_02957	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
IHINPGCH_02958	CDS	594				hypothetical protein
IHINPGCH_02959	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IHINPGCH_02960	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IHINPGCH_02961	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
IHINPGCH_02962	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IHINPGCH_02963	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
IHINPGCH_02964	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
IHINPGCH_02965	CDS	1506	pstS1		COG0226	Phosphate-binding protein PstS 1
IHINPGCH_02966	CDS	711				hypothetical protein
IHINPGCH_02967	CDS	768				hypothetical protein
IHINPGCH_02968	CDS	606				hypothetical protein
IHINPGCH_02969	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
IHINPGCH_02970	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
IHINPGCH_02971	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
IHINPGCH_02972	CDS	759	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
IHINPGCH_02973	CDS	1599	glrR_2		COG2204	Transcriptional regulatory protein GlrR
IHINPGCH_02974	CDS	1227	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
IHINPGCH_02975	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
IHINPGCH_02976	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
IHINPGCH_02977	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
IHINPGCH_02978	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
IHINPGCH_02979	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
IHINPGCH_02980	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
IHINPGCH_02981	CDS	684	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
IHINPGCH_02982	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
IHINPGCH_02983	CDS	879	rpnA_4	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
IHINPGCH_02984	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
IHINPGCH_02985	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
IHINPGCH_02986	CDS	228	feoA		COG1918	Fe(2+) transport protein A
IHINPGCH_02987	CDS	2322	yhgF		COG2183	Protein YhgF
IHINPGCH_02988	CDS	477	greB		COG0782	Transcription elongation factor GreB
IHINPGCH_02989	CDS	720	ompR			Transcriptional regulatory protein OmpR
IHINPGCH_02990	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
IHINPGCH_02991	CDS	297				hypothetical protein
IHINPGCH_02992	CDS	318	higB-2_1		COG2026	Toxin HigB-2
IHINPGCH_02993	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
